Sl No,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
344,Madhya Pradesh,2010,71050,37068,33982,52171.71006,47828.28994,428538,603149.8944,1496,2105.559465,13292,18707.95215,4554,6409.570725,22706,31957.77621,19794,27859.25405,14076,19811.40042,3558,5007.741027,66,92.89232935,1014,1427.163969,7512,10572.83603,246,346.2350457,0,0,220,309.6410978,1784,2510.907811,78386,110325.1232,10,14.07459536,1836,2584.095707,2374,3341.308937,314,441.9422942,2060,2899.366643,4846,6820.548909,6270,8824.771288,20448,28779.73258,220,309.6410978,6270,8824.771288,5212,7335.679099,3838,5401.829697,43154,60737.5088,214780,302294.159
345,Maharashtra,2010,111118,58013,53105,52208.46308,47791.53692,416336,374679.1699,2458,2212.062852,7322,6589.391458,3852,3466.585072,37352,33614.71589,33234,29908.74566,27016,24312.8926,17368,15630.23093,778,700.1565903,3896,3506.182617,14868,13380.37042,304,273.5830379,0,0,1556,1400.313181,786,707.3561439,59392,53449.48613,0,0,2360,2123.86832,3016,2714.231718,768,691.1571483,2248,2023.074569,5488,4938.893789,3198,2878.021563,67778,60996.41822,570,512.968196,3198,2878.021563,16824,15140.66128,7442,6697.384762,105130,94611.13411,99478,89524.64947
346,Manipur,2010,2421,1221,1200,50433.70508,49566.29492,5430,224287.4845,172,7104.502272,62,2560.925238,516,21313.50682,508,20983.06485,132,5452.292441,2,82.61049153,118,4874.019,14,578.2734407,48,1982.651797,36,1486.988848,2,82.61049153,0,0,0,0,0,0,454,18752.58158,0,0,0,0,398,16439.48781,184,7600.165221,214,8839.322594,184,7600.165221,68,2808.756712,326,13465.51012,392,16191.65634,68,2808.756712,130,5369.68195,4,165.2209831,834,34448.57497,1864,76992.97811
347,Meghalaya,2010,2591,1310,1280,50559.62949,49401.77538,5010,193361.6364,104,4013.894249,96,3705.133153,120,4631.416442,304,11732.92165,332,12813.58549,106,4091.084523,196,7564.646854,8,308.7610961,74,2856.040139,48,1852.566577,16,617.5221922,0,0,84,3241.991509,0,0,308,11887.3022,0,0,0,0,142,5480.509456,68,2624.469317,74,2856.040139,268,10343.49672,298,11501.35083,1024,39521.4203,2,77.19027403,298,11501.35083,14,540.3319182,134,5171.74836,1328,51254.34195,1332,51408.7225
348,Mizoram,2010,993,512,481,51560.92649,48439.07351,4348,437865.0554,30,3021.148036,150,15105.74018,54,5438.066465,138,13897.28097,850,85599.19436,88,8862.03424,158,15911.37966,24,2416.918429,50,5035.246727,6,604.2296073,14,1409.869084,0,0,6,604.2296073,0,0,232,23363.54481,0,0,0,0,18,1812.688822,18,1812.688822,0,0,96,9667.673716,184,18529.70796,1508,151863.0413,0,0,184,18529.70796,0,0,32,3222.557905,1646,165760.3223,710,71500.50352
349,Nagaland,2010,2223,1167,1056,52496.62618,47503.37382,2118,95276.65317,2,89.96851102,26,1169.590643,70,3148.897886,160,7197.480882,124,5578.047683,44,1979.307242,78,3508.77193,6,269.9055331,26,1169.590643,2,89.96851102,26,1169.590643,0,0,6,269.9055331,0,0,72,3238.866397,0,0,6,269.9055331,100,4498.425551,88,3958.614485,12,539.8110661,90,4048.582996,32,1439.496176,634,28520.01799,0,0,32,1439.496176,4,179.937022,126,5668.016194,794,35717.49888,484,21772.37967
350,Odisha,2010,40389,20427,19963,50575.65179,49426.82414,112918,279576.1222,860,2129.292629,5810,14385.10486,2872,7110.847013,5254,13008.49241,5710,14137.51269,6900,17083.85947,2216,5486.642403,58,143.6034564,644,1594.49355,4134,10235.46015,62,153.507143,0,0,692,1713.33779,776,1921.31521,14362,35559.18691,10,24.75921662,464,1148.827651,2032,5031.072817,208,514.9917057,1824,4516.081111,2616,6477.011067,2050,5075.639407,9890,24486.86524,234,579.3656689,2050,5075.639407,3558,8809.329273,2982,7383.198396,15144,37495.35765,38732,95897.39781
351,Puducherry,2010,1331,691,640,51915.85274,48084.14726,7870,591284.7483,20,1502.629602,92,6912.096168,38,2854.996243,768,57700.97671,144,10818.93313,484,36363.63636,154,11570.24793,6,450.7888805,24,1803.155522,14,1051.840721,32,2404.207363,0,0,4,300.5259204,2,150.2629602,1612,121111.9459,0,0,44,3305.785124,34,2554.470323,6,450.7888805,28,2103.681443,66,4958.677686,6,450.7888805,300,22539.44403,20,1502.629602,6,450.7888805,262,19684.44778,10,751.3148009,1068,80240.42074,3734,280540.9467
352,Punjab,2010,27368,14707,12661,53737.94212,46262.05788,73296,267816.4279,202,738.0882783,698,2550.423853,1988,7263.957907,4934,18028.35428,5322,19446.0684,6700,24481.14586,7054,25774.6273,150,548.0853552,486,1775.796551,2326,8498.976907,240,876.9365683,0,0,130,475.0073078,242,884.244373,9746,35610.93248,0,0,76,277.6965799,1578,5765.857936,426,1556.562409,1152,4209.295528,1814,6628.178895,1092,3990.061386,5958,21769.95031,286,1045.016077,1092,3990.061386,0,0,482,1761.180941,10892,39798.30459,21792,79625.8404
353,Rajasthan,2010,66750,34825,31925,52172.28464,47827.71536,325914,488260.6742,956,1432.209738,4678,7008.2397,3114,4665.168539,26490,39685.39326,9428,14124.34457,15956,23904.11985,33168,49689.88764,72,107.8651685,1578,2364.044944,22290,33393.25843,208,311.6104869,0,0,74,110.8614232,924,1384.269663,38494,57668.91386,0,0,46,68.91385768,5970,8943.820225,1016,1522.097378,4954,7421.722846,2842,4257.677903,3142,4707.116105,18158,27202.99625,168,251.6853933,3142,4707.116105,1972,2954.307116,1744,2612.734082,44648,66888.38951,134442,201411.236
354,Sikkim,2010,605,321,284,53057.85124,46942.14876,1104,182479.3388,14,2314.049587,22,3636.363636,12,1983.471074,16,2644.628099,144,23801.65289,94,15537.19008,40,6611.570248,6,991.7355372,2,330.5785124,6,991.7355372,4,661.1570248,0,0,2,330.5785124,2,330.5785124,146,24132.2314,0,0,0,0,12,1983.471074,0,0,12,1983.471074,34,5619.834711,36,5950.413223,90,14876.03306,0,0,36,5950.413223,8,1322.31405,14,2314.049587,106,17520.66116,400,66115.70248
355,Tamil Nadu,2010,67012,33643,33369,50204.441,49795.559,371356,554163.4334,1272,1898.167492,2810,4193.278816,5282,7882.170358,10090,15057.00472,9430,14072.10649,29288,43705.60497,6518,9726.616128,624,931.1765057,354,528.2635946,3140,4685.727929,64,95.50528264,0,0,170,253.685907,330,492.4491136,42618,63597.56462,0,0,1276,1904.136573,3440,5133.408942,512,764.0422611,2928,4369.366681,3750,5596.012654,1372,2047.394497,19076,28466.54331,24,35.81448099,1372,2047.394497,5328,7950.814779,3634,5422.90933,29166,43523.54802,221466,330487.0769
356,Tripura,2010,3574,1830,1744,51203.13374,48796.86626,11610,324846.1108,102,2853.945159,752,21040.85059,126,3525.461668,128,3581.421377,442,12367.09569,474,13262.45104,244,6827.084499,12,335.7582541,106,2965.864578,1874,52434.24734,16,447.6776721,0,0,32,895.3553442,50,1398.992725,2272,63570.22943,0,0,18,503.6373811,228,6379.406827,46,1287.073307,182,5092.33352,300,8393.956351,476,13318.41074,786,21992.16564,4,111.919418,476,13318.41074,326,9121.432569,130,3637.381086,914,25573.58702,2712,75881.36542
357,Uttar Pradesh,2010,197271,103960,93311,52699.07893,47300.92107,348358,176588.5508,340,172.3517395,5586,2831.637696,8008,4059.390382,36432,18467.9958,9830,4982.992939,28944,14672.2022,19106,9685.153925,852,431.8931825,7634,3869.803468,15956,8088.365751,2802,1420.3811,2,1.013833762,674,341.6619777,4434,2247.66945,20672,10478.98576,0,0,22,11.15217138,12642,6408.443208,1706,864.8001987,10936,5543.643009,8802,4461.882385,3124,1583.608336,25874,13115.96737,96,48.66402056,3126,1584.62217,8372,4243.908126,5154,2612.649604,62306,31583.96318,123000,62350.77634
358,Uttarakhand,2010,9800,4998,4802,51000,49000,18480,188571.4286,34,346.9387755,250,2551.020408,438,4469.387755,1742,17775.5102,620,6326.530612,1476,15061.22449,1134,11571.42857,66,673.4693878,334,3408.163265,668,6816.326531,120,1224.489796,0,0,24,244.8979592,150,1530.612245,1948,19877.55102,0,0,330,3367.346939,572,5836.734694,74,755.1020408,498,5081.632653,352,3591.836735,242,2469.387755,2534,25857.14286,4,40.81632653,242,2469.387755,916,9346.938776,324,3306.122449,4276,43632.65306,4202,42877.55102
359,West Bengal,2010,88669,45640,43029,51472.32968,48527.67032,259232,292359.2236,662,746.5968941,4930,5560.00406,4222,4761.528832,8246,9299.75527,776,875.1649393,5694,6421.635521,6520,7353.189954,428,482.6940644,2022,2280.391118,35592,40140.29706,1260,1421.015236,0,0,576,649.6069652,1014,1143.578928,25528,28790.21981,16,18.04463792,326,367.6594977,6690,7544.914232,1162,1310.491829,5528,6234.422402,4796,5408.880217,4622,5212.64478,30532,34433.68032,1374,1549.583282,4622,5212.64478,13618,15358.24245,1596,1799.952633,38778,43733.43559,98192,110739.9429
360,A&N Islands,2011,494,261,233,52834.0081,47165.9919,1586,321052.6316,12,2429.149798,30,6072.874494,12,2429.149798,8,1619.433198,198,40080.97166,12,2429.149798,64,12955.46559,0,0,6,1214.574899,10,2024.291498,4,809.7165992,0,0,2,404.8582996,0,0,162,32793.52227,0,0,6,1214.574899,30,6072.874494,6,1214.574899,24,4858.299595,28,5668.016194,26,5263.157895,168,34008.09717,0,0,26,5263.157895,22,4453.441296,2,404.8582996,176,35627.53036,784,158704.4534
361,Andhra Pradesh,2011,84735,42611,42124,50287.3665,49712.6335,379560,447937.6881,2042,2409.866053,9698,11445.09353,4458,5261.108161,17932,21162.44763,16600,19590.48799,27946,32980.46852,19496,23008.20204,448,528.7071458,2348,2770.991916,26752,31571.36956,342,403.6112586,0,0,252,297.3977695,1198,1413.819555,108904,128523.0424,0,0,7316,8633.976515,4308,5084.085679,1084,1279.282469,3224,3804.80321,5616,6627.721721,2884,3403.552251,38602,45556.14563,14,16.52209831,2884,3403.552251,4420,5216.262465,1200,1416.179855,56534,66718.59326,76784,90616.62831
362,Arunachal Pradesh,2011,1241,654,587,52699.43594,47300.56406,4572,368412.5705,68,5479.452055,102,8219.178082,58,4673.650282,304,24496.37389,366,29492.34488,196,15793.71475,148,11925.86624,4,322.3207091,108,8702.659146,36,2900.886382,4,322.3207091,0,0,26,2095.084609,0,0,758,61079.77438,0,0,0,0,186,14987.91297,66,5318.2917,120,9669.621273,130,10475.42305,84,6768.734891,524,42224.01289,0,0,84,6768.734891,98,7896.857373,128,10314.26269,828,66720.38678,1244,100241.7405
363,Assam,2011,30568,15698,14870,51354.3575,48645.6425,133428,436495.6818,1012,3310.651662,2386,7805.548286,1008,3297.566082,1170,3827.53206,6654,21767.86182,5830,19072.2324,2990,9781.470819,120,392.5673907,1840,6019.366658,10492,34323.47553,96,314.0539126,0,0,610,1995.550903,242,791.6775713,12612,41258.83277,4,13.08557969,16,52.34231876,7528,24627.06098,1144,3742.475792,6384,20884.58519,2606,8525.255169,3400,11122.74274,15448,50536.50877,8,26.17115938,3400,11122.74274,4656,15231.61476,1674,5476.315101,16618,54364.04083,51026,166926.1973
364,Bihar,2011,97720,50640,47080,51821.5309,48178.4691,271792,278133.4425,1410,1442.898076,1580,1616.864511,6654,6809.250921,10082,10317.23291,7258,7427.34343,11754,12028.24396,7552,7728.203029,128,130.986492,3482,3563.241916,5214,5335.652886,696,712.2390503,2,2.046663938,1112,1137.945149,2826,2891.936144,38782,39686.86042,20,20.46663938,22,22.51330332,8536,8735.161686,2436,2492.836676,6100,6242.32501,6396,6545.231273,1866,1909.537454,22502,23027.01596,210,214.8997135,1868,1911.584118,19536,19991.81334,2762,2826.442898,32584,33344.24887,111410,114009.4147
365,Chandigarh,2011,1438,832,606,57858.1363,42141.8637,7084,492628.6509,18,1251.738526,42,2920.723227,80,5563.282337,1830,127260.0834,570,39638.38665,14,973.5744089,510,35465.9249,0,0,50,3477.05146,92,6397.774687,12,834.4923505,0,0,12,834.4923505,4,278.1641168,90,6258.692629,0,0,24,1668.984701,116,8066.759388,24,1668.984701,92,6397.774687,48,3337.969402,54,3755.215577,1174,81641.16829,4,278.1641168,54,3755.215577,132,9179.415855,136,9457.579972,3004,208901.2517,2072,144089.0125
366,Chhattisgarh,2011,24258,12177,12081,50197.87287,49802.12713,114436,471745.4036,578,2382.719103,3308,13636.7384,1494,6158.792976,4584,18896.85877,7096,29252.20546,5712,23546.87114,1960,8079.808723,130,535.9056806,360,1484.0465,1668,6876.082117,56,230.8516778,0,0,136,560.6397889,208,857.449089,22210,91557.42435,4,16.48940556,348,1434.578283,944,3891.499711,214,882.1831973,730,3009.316514,2220,9151.620084,2106,8681.672026,6046,24923.7365,14,57.71291945,2106,8681.672026,1868,7700.552395,940,3875.010306,10630,43820.59527,50446,207956.1382
367,D&N Haveli,2011,354,194,160,54802.25989,45197.74011,744,210169.4915,10,2824.858757,4,1129.943503,4,1129.943503,86,24293.78531,44,12429.37853,48,13559.32203,36,10169.49153,4,1129.943503,20,5649.717514,6,1694.915254,0,0,0,0,14,3954.80226,0,0,50,14124.29379,0,0,0,0,18,5084.745763,2,564.9717514,16,4519.774011,28,7909.60452,8,2259.887006,52,14689.26554,0,0,8,2259.887006,40,11299.43503,4,1129.943503,138,38983.05085,268,75706.21469
368,Daman & Diu,2011,270,175,95,64814.81481,35185.18519,448,165925.9259,0,0,0,0,2,740.7407407,66,24444.44444,62,22962.96296,86,31851.85185,20,7407.407407,4,1481.481481,6,2222.222222,4,1481.481481,0,0,0,0,8,2962.962963,0,0,22,8148.148148,0,0,0,0,6,2222.222222,2,740.7407407,4,1481.481481,12,4444.444444,2,740.7407407,28,10370.37037,0,0,2,740.7407407,38,14074.07407,12,4444.444444,94,34814.81481,70,25925.92593
369,Delhi UT,2011,18451,10215,8235,55362.85296,44631.72728,106706,578320.9582,84,455.2598775,1314,7121.565227,772,4184.055065,29336,158994.0925,2838,15381.28015,2336,12660.5604,5180,28074.35911,88,476.9389193,674,3652.918541,3150,17072.24541,142,769.6059834,0,0,66,357.7041895,284,1539.211967,3892,21093.70766,0,0,324,1756.002385,7534,40832.4752,3364,18232.07414,4170,22600.40106,1086,5885.859845,1144,6200.205951,16462,89220.09647,50,270.9880223,1144,6200.205951,100,541.9760447,1124,6091.810742,45798,248214.1889,28726,155688.0386
370,Goa,2011,1767,926,841,52405.20656,47594.79344,6898,390379.1737,48,2716.468591,58,3282.399547,44,2490.096208,926,52405.20656,636,35993.20883,526,29767.96831,284,16072.43916,62,3508.77193,90,5093.378608,36,2037.351443,12,679.1171477,0,0,4,226.3723826,2,113.1861913,430,24335.03113,0,0,24,1358.234295,56,3169.213356,22,1245.048104,34,1924.165252,96,5432.937182,58,3282.399547,1304,73797.39672,0,0,58,3282.399547,148,8375.778155,52,2942.840973,2230,126202.6033,2002,113299.3775
371,Gujarat,2011,59020,31005,28016,52533.03965,47468.65469,246742,418065.0627,526,891.2233141,1370,2321.247035,956,1619.789902,17868,30274.48323,9018,15279.56625,11654,19745.84886,2798,4740.765842,512,867.5025415,2678,4537.444934,12104,20508.30227,86,145.7133175,0,0,442,748.8986784,60,101.6604541,20318,34425.61843,0,0,186,315.1474077,3228,5469.33243,344,582.8532701,2884,4886.47916,2252,3815.65571,878,1487.631311,14218,24090.13894,48,81.32836327,878,1487.631311,3230,5472.721111,2736,4635.716706,32086,54364.62216,139576,236489.3257
372,Haryana,2011,25439,13754,11685,54066.59067,45933.40933,121482,477542.3562,332,1305.082747,948,3726.561579,1702,6690.514564,25082,98596.64295,10022,39396.20268,3010,11832.22611,3522,13844.88384,36,141.5149967,1624,6383.898738,5480,21541.72727,120,471.7166555,0,0,334,1312.944691,510,2004.795786,6846,26911.4352,0,0,980,3852.352687,1918,7539.604544,452,1776.799402,1466,5762.805142,2124,8349.384803,1466,5762.805142,9768,38397.73576,352,1383.70219,1466,5762.805142,2932,11525.61028,1276,5015.920437,34850,136994.3787,41098,161555.0926
373,Himachal Pradesh,2011,6793,3471,3322,51096.71721,48903.28279,28624,421374.9448,220,3238.627999,662,9745.326071,100,1472.103636,712,10481.37789,1990,29294.86236,1126,16575.88694,718,10569.70411,8,117.7682909,286,4210.216399,478,7036.655381,12,176.6524363,0,0,2,29.44207272,8,117.7682909,2502,36832.03298,0,0,124,1825.408509,424,6241.719417,42,618.2835272,382,5623.43589,260,3827.469454,336,4946.268217,1372,20197.26189,0,0,336,4946.268217,1060,15604.29854,20,294.4207272,2084,30678.63978,16204,238539.6732
374,India,2011,1192506,617316,575191,51766.28042,48233.80344,4651150,390031.5806,18128,1520.160066,85936,7206.336907,62770,5263.705172,302400,25358.36298,185008,15514.21963,217780,18262.38191,175312,14701.14196,4614,386.9162922,34914,2927.784011,198270,16626.33144,7414,621.7159494,2,0.167714041,8570,718.654665,17236,1445.359604,605694,50791.69413,160,13.41712327,17140,1437.30933,89328,7490.779921,18198,1526.030058,71130,5964.749863,68610,5753.430171,48410,4059.518359,379200,31798.58215,5790,485.5321483,48412,4059.686073,137000,11488.4118,49400,4142.536809,681600,57156.94512,1932064,162017.1303
375,Jammu & Kashmir,2011,11718,6139,5579,52389.48626,47610.51374,49008,418228.3666,410,3498.890596,2388,20378.90425,988,8431.472948,1860,15873.01587,3032,25874.72265,770,6571.087216,1224,10445.46851,78,665.6426011,390,3328.213006,572,4881.379075,58,494.9650111,0,0,28,238.948626,22,187.745349,492,4198.668715,0,0,700,5973.715651,2154,18381.97645,108,921.6589862,2046,17460.31746,338,2884.451272,554,4727.769244,3450,29441.88428,0,0,554,4727.769244,2810,23980.2014,176,1501.962792,5310,45314.90015,26514,226267.2811
376,Jharkhand,2011,31472,16198,15274,51467.97153,48532.02847,71676,227745.2974,276,876.9700051,634,2014.48907,1436,4562.785968,3744,11896.28876,2470,7848.24606,3456,10981.18963,1814,5763.853584,44,139.8068124,894,2840.620234,1318,4187.849517,166,527.4529741,0,0,618,1963.650229,564,1792.069141,8806,27980.42705,12,38.12913066,14,44.48398577,1882,5979.918658,562,1785.714286,1320,4194.204372,3494,11101.93188,1568,4982.206406,9012,28634.97712,80,254.1942044,1568,4982.206406,4266,13554.90595,1228,3901.881037,12756,40531.26589,23880,75876.97001
377,Karnataka,2011,59419,30140,29278,50724.51573,49273.80131,275200,463151.5172,462,777.5290732,5216,8778.336896,3674,6183.207392,20452,34419.96668,12272,20653.32638,1500,2524.445043,11700,19690.67133,210,353.422306,880,1481.007758,7424,12494.32,170,286.1037715,0,0,428,720.3083189,534,898.7024352,42590,71677.40958,24,40.39112069,162,272.6400646,2790,4695.46778,1360,2288.830172,1430,2406.637607,3640,6125.986637,1272,2140.729396,19216,32339.82396,798,1343.004763,1272,2140.729396,14530,24453.45765,4246,7145.862435,39668,66759.79064,121010,203655.3964
378,Kerala,2011,34563,16859,17704,48777.59454,51222.40546,344274,996076.7295,900,2603.94063,7512,21734.22446,1042,3014.784596,2908,8413.621503,6002,17365.39074,130,376.1247577,10310,29829.58655,112,324.0459451,680,1967.421809,10754,31114.19726,210,607.586147,0,0,142,410.8439661,30,86.79802101,43494,125839.7709,0,0,1146,3315.684402,598,1730.173885,156,451.3497092,442,1278.824176,730,2112.085178,2264,6550.357319,6500,18806.23788,490,1417.70101,2264,6550.357319,21508,62228.39453,1482,4287.822238,9408,27219.85939,225330,651939.9358
379,Lakshadweep,2011,76,38,38,50000,50000,88,115789.4737,6,7894.736842,0,0,2,2631.578947,0,0,0,0,0,0,0,0,0,0,2,2631.578947,0,0,0,0,0,0,0,0,0,0,6,7894.736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10526.31579,0,0,0,0,10,13157.89474,0,0,8,10526.31579,54,71052.63158
380,Madhya Pradesh,2011,72200,37673,34527,52178.67036,47821.32964,434188,601368.4211,1568,2171.745152,13330,18462.60388,4680,6481.99446,23190,32119.11357,20460,28337.95014,14956,20714.68144,3720,5152.354571,24,33.24099723,1114,1542.936288,7464,10337.95014,278,385.0415512,0,0,236,326.8698061,1622,2246.537396,71422,98922.43767,90,124.6537396,1524,2110.803324,2576,3567.867036,400,554.0166205,2176,3013.850416,5022,6955.67867,6812,9434.903047,21638,29969.52909,234,324.099723,6812,9434.903047,4160,5761.772853,3904,5407.202216,44828,62088.64266,224164,310476.4543
381,Maharashtra,2011,112660,58844,53816,52231.49299,47768.50701,409804,363752.8848,2510,2227.942482,7588,6735.309782,4210,3736.907509,38540,34209.1248,32626,28959.70176,26048,23120.89473,18196,16151.25155,702,623.1137937,3766,3342.801349,14272,12668.20522,288,255.6364282,0,0,1546,1372.270549,678,601.810758,59538,52847.50577,0,0,2142,1901.295935,3338,2962.897213,834,740.28049,2504,2222.616723,5636,5002.662879,3402,3019.705308,68358,60676.37138,582,516.5986153,3402,3019.705308,17112,15189.06444,8498,7543.049885,106898,94885.49618,90228,80088.76265
382,Manipur,2011,2449,1235,1214,50428.74643,49571.25357,6436,262801.1433,198,8084.932626,76,3103.307472,490,20008.1666,1106,45161.29032,104,4246.631278,4,163.3319722,252,10289.91425,24,979.9918334,84,3429.971417,78,3184.973459,8,326.6639445,0,0,2,81.66598612,2,81.66598612,584,23846.46795,0,0,0,0,338,13801.55165,106,4328.297264,232,9473.25439,156,6369.946917,106,4328.297264,332,13556.5537,308,12576.56186,106,4328.297264,140,5716.619028,14,571.6619028,1438,58717.84402,2030,82890.97591
383,Meghalaya,2011,2621,1325,1296,50553.22396,49446.77604,5510,210225.1049,68,2594.429607,148,5646.699733,102,3891.644411,380,14498.2831,290,11064.47921,180,6867.607783,332,12666.92102,26,991.9877909,104,3967.951164,42,1602.441816,6,228.9202594,0,0,98,3739.030904,2,76.30675315,394,15032.43037,6,228.9202594,2,76.30675315,174,6638.687524,100,3815.337657,74,2823.349866,340,12972.14804,260,9919.877909,1012,38611.21709,0,0,260,9919.877909,16,610.4540252,126,4807.325448,1392,53109.50019,1402,53491.03396
384,Mizoram,2011,1004,517,487,51494.0239,48505.9761,3642,362749.004,38,3784.860558,144,14342.62948,48,4780.876494,78,7768.924303,672,66932.27092,74,7370.517928,132,13147.41036,4,398.4063745,42,4183.266932,18,1792.828685,16,1593.625498,0,0,2,199.2031873,0,0,194,19322.70916,0,0,2,199.2031873,12,1195.219124,12,1195.219124,0,0,52,5179.282869,154,15338.64542,1390,138446.2151,0,0,154,15338.64542,0,0,12,1195.219124,1468,146215.1394,558,55577.68924
385,Nagaland,2011,2249,1180,1069,52467.76345,47532.23655,2166,96309.47088,4,177.8568253,18,800.3557137,86,3823.921743,170,7558.915073,146,6491.774122,30,1333.926189,62,2756.780791,10,444.6420631,32,1422.854602,2,88.92841263,22,978.2125389,0,0,14,622.4988884,0,0,110,4891.062695,0,0,0,0,68,3023.566029,62,2756.780791,6,266.7852379,92,4090.706981,46,2045.35349,550,24455.31347,0,0,46,2045.35349,2,88.92841263,118,5246.776345,720,32014.22855,584,25967.09649
386,Odisha,2011,40750,20602,20148,50557.05521,49442.94479,122554,300746.0123,846,2076.07362,6414,15739.8773,3242,7955.828221,5972,14655.21472,6062,14876.07362,7556,18542.33129,2782,6826.993865,20,49.0797546,500,1226.993865,4640,11386.50307,102,250.3067485,0,0,834,2046.625767,930,2282.208589,15788,38743.55828,0,0,470,1153.374233,2278,5590.184049,262,642.9447853,2016,4947.239264,2954,7249.079755,2224,5457.668712,11476,28161.96319,168,412.2699387,2224,5457.668712,3112,7636.809816,3166,7769.325153,17448,42817.17791,41018,100657.6687
387,Puducherry,2011,1391,730,661,52480.23005,47519.76995,8724,627174.6945,20,1437.814522,70,5032.350827,44,3163.191948,1022,73472.32207,130,9345.794393,486,34938.89288,108,7764.198418,8,575.1258088,18,1294.03307,20,1437.814522,24,1725.377426,0,0,10,718.907261,2,143.7814522,1706,122645.5787,0,0,32,2300.503235,24,1725.377426,6,431.3443566,18,1294.03307,64,4601.00647,14,1006.470165,392,28181.16463,20,1437.814522,14,1006.470165,250,17972.68152,22,1581.595974,1414,101653.4867,4238,304672.8972
388,Punjab,2011,27678,14886,12792,53782.78777,46217.21223,69766,252063.0103,166,599.7543175,564,2037.719488,1994,7204.277766,4214,15225.08852,4976,17978.17761,7152,25840.01734,7142,25803.88756,116,419.1054267,562,2030.493533,2272,8208.685599,224,809.3070309,0,0,56,202.3267577,286,1033.311655,9514,34373.87094,0,0,62,224.0046246,1362,4920.875786,328,1185.056724,1034,3735.819062,1684,6084.254643,958,3461.232748,5354,19343.88323,286,1033.311655,958,3461.232748,0,0,472,1705.325529,9568,34568.97175,20350,73524.09856
389,Rajasthan,2011,67830,35394,32436,52180.45113,47819.54887,331244,488344.3904,946,1394.663128,4894,7215.096565,3132,4617.425918,25132,37051.45216,9020,13297.95076,16244,23948.10556,34994,51590.74156,112,165.1186791,1482,2184.87395,24436,36025.35751,200,294.854784,0,0,56,82.55933953,1028,1515.55359,35954,53006.04452,0,0,18,26.53693056,6408,9447.14728,982,1447.73699,5426,7999.41029,2922,4307.828395,3600,5307.386112,17066,25159.95872,144,212.2954445,3600,5307.386112,1502,2214.359428,1454,2143.59428,42198,62211.41088,140500,207135.4858
390,Sikkim,2011,612,325,287,53104.57516,46895.42484,1192,194771.2418,8,1307.189542,48,7843.137255,14,2287.581699,16,2614.379085,120,19607.84314,114,18627.45098,62,10130.71895,6,980.3921569,8,1307.189542,8,1307.189542,16,2614.379085,0,0,0,0,0,0,150,24509.80392,0,0,0,0,20,3267.973856,0,0,20,3267.973856,28,4575.163399,32,5228.75817,128,20915.03268,0,0,32,5228.75817,50,8169.934641,10,1633.986928,144,23529.41176,354,57843.13725
